inner_iteration,timestep,mid_ratio_before,up_ratio_before,mid_energy_before,up_energy_before,energy_before,loss_scaled,raw_gradient_norm,latent_norm,sigma,sigma_squared,candidate_update_norm,candidate_relative_update,mid_ratio_after,up_ratio_after,energy_after,has_nan_or_inf,update_executed
0,951.0,0.10184676945209503,0.10697491466999054,0.8066792488098145,0.7974938154220581,0.8020865321159363,24.06259536743164,0.01319122314453125,2828.0,11.028335571289062,121.62418365478516,1.6044921875,0.0005674362182617188,0.10200709104537964,0.10760380327701569,0.8013811111450195,False,True
1,951.0,0.10200709104537964,0.10760380327701569,0.8063912391662598,0.7963709831237793,0.8013811111450195,24.041433334350586,0.01348876953125,2828.0,11.028335571289062,121.62418365478516,1.640625,0.0005803108215332031,0.10216885060071945,0.10822793841362,0.800679087638855,False,True
2,951.0,0.10216885060071945,0.10822793841362,0.8061007857322693,0.7952573299407959,0.800679087638855,24.02037239074707,0.01381683349609375,2828.0,11.028335571289062,121.62418365478516,1.6806640625,0.0005941390991210938,0.10233330726623535,0.1089148074388504,0.7999191880226135,False,True
3,951.0,0.10233330726623535,0.1089148074388504,0.805805504322052,0.794032871723175,0.7999191880226135,23.997575759887695,0.01412200927734375,2828.0,11.028335571289062,121.62418365478516,1.7177734375,0.0006074905395507812,0.10250572860240936,0.10966411978006363,0.799096941947937,False,True
4,951.0,0.10250572860240936,0.10966411978006363,0.8054959177970886,0.7926979660987854,0.799096941947937,23.97290802001953,0.01433563232421875,2828.0,11.028335571289062,121.62418365478516,1.7431640625,0.0006165504455566406,0.10266926884651184,0.11043403297662735,0.7982650399208069,False,True
