eta,initial_ratio,final_ratio,delta_ratio,initial_loss,final_loss,delta_loss,cumulative_update_norm,cumulative_relative_update,stable,stop_reason
100.0,0.10536722838878632,0.1059281975030899,0.0005609691143035889,0.8946327567100525,0.8940718173980713,-0.0005609393119812012,0.99267578125,0.0022220611572265625,True,completed MAX_OPT_ITERS
300.0,0.10536722838878632,0.107693150639534,0.0023259222507476807,0.8946327567100525,0.8923068642616272,-0.002325892448425293,3.28515625,0.007354736328125,True,completed MAX_OPT_ITERS
1000.0,0.10536722838878632,0.11401773989200592,0.008650511503219604,0.8946327567100525,0.8859822750091553,-0.008650481700897217,11.0546875,0.024749755859375,True,completed MAX_OPT_ITERS
