eta,iteration,inside_ratio,layout_loss,grad_norm,relative_update,latent_norm,delta_ratio_vs_initial,delta_loss_vs_initial,cumulative_update_norm,cumulative_relative_update
300.0,0,0.10536722838878632,0.8946327567100525,0.0005707740783691406,0.0003833770751953125,446.75,0.0,0.0,0.0,0.0
300.0,1,0.10548212379217148,0.8945178985595703,0.0005807876586914062,0.0003902912139892578,446.75,0.00011489540338516235,-0.00011485815048217773,0.1754150390625,0.00039267539978027344
300.0,2,0.10560203343629837,0.8943979740142822,0.0005741119384765625,0.00038552284240722656,446.75,0.00023480504751205444,-0.00023478269577026367,0.343505859375,0.0007686614990234375
300.0,3,0.10571974515914917,0.8942802548408508,0.0005784034729003906,0.0003886222839355469,446.75,0.000352516770362854,-0.00035250186920166016,0.509765625,0.001140594482421875
300.0,4,0.10584660619497299,0.8941534161567688,0.000579833984375,0.00038933753967285156,446.75,0.000479377806186676,-0.0004793405532836914,0.6767578125,0.001514434814453125
300.0,5,0.10596030205488205,0.8940396904945374,0.0005707740783691406,0.00038313865661621094,446.75,0.0005930736660957336,-0.0005930662155151367,0.84423828125,0.0018901824951171875
300.0,6,0.10608232766389847,0.8939176797866821,0.0005612373352050781,0.0003771781921386719,446.75,0.0007150992751121521,-0.0007150769233703613,1.0087890625,0.00225830078125
300.0,7,0.10619691759347916,0.893803060054779,0.0005626678466796875,0.00037789344787597656,446.75,0.0008296892046928406,-0.0008296966552734375,1.171875,0.0026226043701171875
300.0,8,0.10631182044744492,0.8936882019042969,0.0005598068237304688,0.00037598609924316406,446.75,0.0009445920586585999,-0.0009445548057556152,1.333984375,0.002986907958984375
300.0,9,0.106425940990448,0.893574059009552,0.0005593299865722656,0.0003757476806640625,446.75,0.0010587126016616821,-0.0010586977005004883,1.4951171875,0.0033473968505859375
300.0,10,0.1065388023853302,0.8934612274169922,0.0005650520324707031,0.0003795623779296875,446.75,0.0011715739965438843,-0.0011715292930603027,1.65625,0.0037078857421875
300.0,11,0.10665172338485718,0.8933482766151428,0.0005621910095214844,0.000377655029296875,446.75,0.0012844949960708618,-0.001284480094909668,1.818359375,0.004070281982421875
300.0,12,0.10676238685846329,0.8932375907897949,0.0005669593811035156,0.0003809928894042969,446.75,0.0013951584696769714,-0.0013951659202575684,1.9814453125,0.004436492919921875
300.0,13,0.10687815397977829,0.8931218385696411,0.0005645751953125,0.00037932395935058594,446.75,0.0015109255909919739,-0.001510918140411377,2.14453125,0.00479888916015625
300.0,14,0.10699576139450073,0.8930042386054993,0.0005621910095214844,0.000377655029296875,446.75,0.0016285330057144165,-0.0016285181045532227,2.30859375,0.005168914794921875
300.0,15,0.1071125864982605,0.8928874135017395,0.0005631446838378906,0.0003781318664550781,446.75,0.0017453581094741821,-0.0017453432083129883,2.470703125,0.00553131103515625
300.0,16,0.10722767561674118,0.8927723169326782,0.0005669593811035156,0.00038051605224609375,446.75,0.0018604472279548645,-0.0018604397773742676,2.6328125,0.005893707275390625
300.0,17,0.10734479874372482,0.8926551938056946,0.0005660057067871094,0.0003800392150878906,446.75,0.001977570354938507,-0.00197756290435791,2.796875,0.006259918212890625
300.0,18,0.10746318101882935,0.8925368189811707,0.0005674362182617188,0.00038123130798339844,446.75,0.00209595263004303,-0.002095937728881836,2.958984375,0.006622314453125
300.0,19,0.10757783055305481,0.8924221992492676,0.0005698204040527344,0.0003829002380371094,446.75,0.0022106021642684937,-0.002210557460784912,3.12109375,0.006984710693359375
300.0,20,0.107693150639534,0.8923068642616272,0.0005612373352050781,0.00037670135498046875,446.75,0.0023259222507476807,-0.002325892448425293,3.28515625,0.007354736328125
