denoising_index,timestep,sigma,inner_index,mid_ratio,up_ratio,aggregate_energy,loss_scaled,gradient_norm,latent_norm,update_norm,relative_update,has_nan_or_inf,update_executed
5,856.0,6.668572902679443,4,0.10408113151788712,0.12100108712911606,0.7876548767089844,23.62964630126953,0.02239990234375,1715.0,0.99609375,0.0005807876586914062,False,True
6,837.0,6.078628063201904,0,0.10455337166786194,0.12123871594667435,0.7870230674743652,23.61069107055664,0.02728271484375,1565.0,1.0078125,0.0006442070007324219,False,True
6,837.0,6.078628063201904,1,0.10459756851196289,0.1222667321562767,0.7860805988311768,23.58241844177246,0.0279083251953125,1565.0,1.03125,0.0006589889526367188,False,True
6,837.0,6.078628063201904,2,0.10463397204875946,0.12335791438817978,0.7850908637046814,23.55272674560547,0.027984619140625,1565.0,1.0341796875,0.0006608963012695312,False,True
6,837.0,6.078628063201904,3,0.10466696321964264,0.12443839013576508,0.7841147184371948,23.523441314697266,0.0274810791015625,1565.0,1.015625,0.0006489753723144531,False,True
6,837.0,6.078628063201904,4,0.10469304770231247,0.1254921555519104,0.7831692695617676,23.495079040527344,0.0268402099609375,1565.0,0.9921875,0.0006341934204101562,False,True
7,818.0,5.554561614990234,0,0.10400283336639404,0.12108297646045685,0.7876530289649963,23.62959098815918,0.0270538330078125,1432.0,0.8349609375,0.0005831718444824219,False,True
7,818.0,5.554561614990234,1,0.1041034609079361,0.12182819843292236,0.7869081497192383,23.60724449157715,0.02587890625,1432.0,0.79833984375,0.0005574226379394531,False,True
7,818.0,5.554561614990234,2,0.10419857501983643,0.12250364571809769,0.7862300276756287,23.58690071105957,0.0251312255859375,1432.0,0.775390625,0.00054168701171875,False,True
7,818.0,5.554561614990234,3,0.10428376495838165,0.12315531820058823,0.7855821251869202,23.567462921142578,0.0248260498046875,1432.0,0.76611328125,0.0005350112915039062,False,True
7,818.0,5.554561614990234,4,0.10437098890542984,0.12378405034542084,0.7849528193473816,23.548583984375,0.0247039794921875,1432.0,0.76220703125,0.0005321502685546875,False,True
8,799.0,5.087765216827393,0,0.10478577762842178,0.1240648627281189,0.7843353748321533,23.530061721801758,0.03179931640625,1313.0,0.8232421875,0.0006270408630371094,False,True
8,799.0,5.087765216827393,1,0.10481870174407959,0.1250743567943573,0.7834222316741943,23.502666473388672,0.03302001953125,1313.0,0.8544921875,0.0006508827209472656,False,True
8,799.0,5.087765216827393,2,0.10484831780195236,0.12614284455776215,0.782461404800415,23.47384262084961,0.03363037109375,1313.0,0.8701171875,0.0006628036499023438,False,True
8,799.0,5.087765216827393,3,0.10487085580825806,0.12726855278015137,0.7814581394195557,23.443744659423828,0.03369140625,1313.0,0.8720703125,0.0006642341613769531,False,True
8,799.0,5.087765216827393,4,0.10489214956760406,0.1283772736787796,0.7804721593856812,23.414165496826172,0.03314208984375,1313.0,0.85791015625,0.0006532669067382812,False,True
9,780.0,4.670868873596191,0,0.1047654077410698,0.12633605301380157,0.7823668718338013,23.471006393432617,0.0347900390625,1208.0,0.7587890625,0.0006279945373535156,False,True
9,780.0,4.670868873596191,1,0.10481308400630951,0.12729407846927643,0.7814875841140747,23.44462776184082,0.033477783203125,1208.0,0.73046875,0.0006046295166015625,False,True
9,780.0,4.670868873596191,2,0.10485712438821793,0.12817442417144775,0.7806802988052368,23.420408248901367,0.031646728515625,1208.0,0.6904296875,0.0005717277526855469,False,True
9,780.0,4.670868873596191,3,0.10491199046373367,0.12894383072853088,0.7799607515335083,23.398822784423828,0.029937744140625,1208.0,0.6533203125,0.0005407333374023438,False,True
9,780.0,4.670868873596191,4,0.10496753454208374,0.12963885068893433,0.7793058156967163,23.379175186157227,0.0286407470703125,1208.0,0.625,0.0005173683166503906,False,True
